"Carimbo de data/hora,""Qual a sua altura (ex: 1,74)?"",""Qual o seu peso (ex: 74,3)?"",""Qual o seu gênero?"""
"2023/09/14 9:12:35 PM GMT-3,""1,79"",""94"""
"2023/09/14 9:14:03 PM GMT-3,""1,78"",""72,0"""
"2023/09/14 9:49:42 PM GMT-3,""1,68"",""84"""
"2023/09/14 10:03:03 PM GMT-3,""1,77"",""88"""
"2023/09/14 10:21:59 PM GMT-3,""1,75"",""84"""
"2023/09/15 6:10:20 AM GMT-3,""1,62"",""71"""
"2023/09/15 8:10:23 AM GMT-3,""1,49"",""75,8"""
"2023/09/15 8:17:35 AM GMT-3,""1,69"",""56"""
"2023/09/15 8:47:20 AM GMT-3,""1,82"",""98,3"""
"2023/09/15 8:49:14 AM GMT-3,""1,72"",""63"""
"2023/09/15 9:06:40 AM GMT-3,""1,78"",""117"""
"2023/09/15 10:08:01 AM GMT-3,""1,65"",""80"""
"2023/09/15 10:11:36 AM GMT-3,""1,67"",""77,2"""
"2023/09/15 10:27:59 AM GMT-3,""1,59"",""57"""
"2023/09/15 10:46:37 AM GMT-3,""1,70"",""82,8"""
"2023/09/15 10:47:36 AM GMT-3,""1,70"",""82,8"""
"2023/09/15 1:09:03 PM GMT-3,""1,70"",""67,5"""
"2023/09/15 4:39:26 PM GMT-3,""1,60cm"",""55 kg"""
"2023/09/15 4:42:17 PM GMT-3,""1,70"",""60"""
"2023/09/15 4:46:52 PM GMT-3,""1'72"",""62"""
